postcode,feature_id,feature_type,feature_subtype,name_label
3550,984738,care facility,child care,Napier Street Childrens Centre
3550,984744,care facility,child care,Neale Street North Preschool
3550,984942,care facility,child care,White Hills Kindergarten
3550,1014943,education centre,university,Latrobe University - Osborne St Campus
3550,1014944,education centre,university,Latrobe University - Edwards Rd Campus
3550,989648,care facility,aged care,Bignold Park
3550,994131,care facility,child care,Camp Hill Primary School Out Of Hours School Care
3550,1024000,hospital,day procedure centre,Appearance Medical Centre
3550,994282,care facility,child care,Bendigo Early Learning Centre
3550,135433,education centre,primary school,Bendigo Primary School
3550,839753,education centre,primary school,Lightning Reef Primary School
3550,984481,care facility,child care,Dr Harry Little Preschool
3550,612288,education centre,secondary school,Weeroona College Bendigo
3550,628241,education centre,secondary school,Catholic College Bendigo
3550,1005141,care facility,child care,Jennys Early Learning Centre - Bendigo Cbd Hospital
3550,650817,emergency facility,neighbourhood safer place,North Bendigo (Showgrounds) NSP
3550,992617,emergency facility,fire station,Oscar 1 Emerg Response Fire Station CFA
3550,1023979,care facility,child care,Long Gully Neighbourhood Centre After School Hours Program
3550,992884,care facility,child care,Camp Australia - White Hills Primary  School Oshc
3550,984838,care facility,child care,Spring Gully Kindergarten
3550,1023715,care facility,child care,Bendigo Occasional Child Care Centre
3550,140756,care facility,aged care,Mirridong
3550,994456,care facility,child care,Helen Jessen Early Learning Centre
3550,990736,education centre,university,Latrobe University
3550,993855,care facility,child care,Camp Australia - St Josephs Primary School - Bendigo Oshc
3550,632386,education centre,primary school,St Peters School
3550,650789,emergency facility,neighbourhood safer place,Bendigo (Queen Elizabeth Oval) NSP
3550,991461,care facility,aged care,Victoria Heights Residential Care
3550,991745,care facility,aged care,Bupa Bendigo
3550,1023810,care facility,child care,Lifestyle Fitness
3550,139956,care facility,aged care,Estia Health Bendigo
3550,984751,care facility,child care,North Bendigo Kindergarten
3550,634144,education centre,tertiary institution,Bendigo Regional Institute Of Tafe
3550,140053,admin facility,custodial service,Loddon Mallee Rajac
3550,143415,hospital,general hospital,St John Of God Health Care (Bendigo)
3550,999705,commercial facility,entertainment centre,Ulumbarra Theatre
3550,143766,care facility,aged care,Gibson Street Complex
3550,994592,care facility,child care,Mundy St Ymca Vacation Care Program
3550,135422,emergency facility,police station,Bendigo Police Station
3550,135423,emergency facility,ambulance station,Bendigo Ambulance Station
3550,993065,care facility,child care,Stepping Stones - St Thereses Oshc
3550,993522,care facility,child care,Lightning Reef Early Learning Centre
3550,135428,hospital,general hospital,Bendigo Health Care Group (Anne Caudle)
3550,135429,hospital,general hospital (emergency),"Bendigo Hospital, The"
3550,1009969,care facility,child care,St Peters Ps (North Bendigo) Oshc - Extend
3550,994028,care facility,child care,Annie Galvin Early Learning Centre
3550,993352,care facility,child care,Goodstart Early Learning Bendigo - Mcivor Road
3550,993757,care facility,child care,Bendigo (Violet Street) Primary School Oshc
3550,655158,emergency facility,fire station,Bendigo Fire Station CFA
3550,984291,care facility,child care,Goodstart Early Learning Flora Hill
3550,839566,education centre,secondary school,Bendigo Senior Secondary College - Netschool Campus
3550,893577,education centre,secondary school,Catholic College Bendigo - Catholic College Bendigo Coolock Campus
3550,763357,education centre,special school,Kalianna Special School
3550,632398,education centre,primary school,St Thereses School
3550,612413,education centre,primary school,White Hills Primary School
3550,765416,education centre,primary school,Kennington Primary School
3550,764616,admin facility,office,CFA District 02 HQ
3550,1009956,care facility,child care,Lightning Reef Ps Oshc - Extend
3550,1002426,care facility,aged care,Elm Flora Hill
3550,138673,emergency facility,ambulance station,Hems3 Ambulance Station
3550,1023718,care facility,child care,Bendigo Regional Ymca Youth Services Inc - St Peters Asc Program
3550,1023903,care facility,child care,Airport (Strathdale) Preschool
3550,984396,care facility,child care,First Grammar Bendigo
3550,984562,care facility,child care,Havilah Road Preschool
3079,987969,community venue,hall,Scout Hall
3079,987963,community venue,hall,
3079,179478,admin facility,post office,
3079,988497,recreational resource,playground,
3079,988426,recreational resource,playground,
3079,994606,care facility,child care,Ivanhoe Primary Out Of School Hours Care Program
3079,994122,care facility,child care,Camp Australia - Ivanhoe Grammar Oshc
3079,139064,hospital,general hospital,North Eastern Rehabilitation Centre
3079,654638,sign,emergency marker,MYT568
3079,988498,recreational resource,playground,
3079,994658,care facility,child care,Kelly Club Oshc St Bernadettes Primary School
3079,994399,care facility,child care,Mary Immaculate Oshclub
3079,1004933,community venue,community centre,Livingstone Community Centre
3079,989642,care facility,aged care,Airlie
3079,649766,education centre,primary school,St Bernadettes School
3079,988345,recreational resource,playground,
3079,1001779,cultural centre,museum,Napier Waller House
3079,993377,care facility,child care,Oshclub Ivanhoe
3079,994527,care facility,child care,Ivanhoe Grammar Early Learning Centre
3079,839935,care facility,child care,Goodstart Early Learning Ivanhoe
3079,763464,education centre,primary/secondary school,Ivanhoe Grammar School
3079,840849,care facility,child care,Ivanhoe Childrens Community Co-Op
3079,991518,care facility,aged care,Benetas Dowell Court
3079,702443,cultural centre,library,Ivanhoe Library
3079,140631,emergency facility,ambulance station,Mica 4 Ambulance Station
3079,179481,admin facility,post office,
3079,624951,education centre,primary school,Mary Immaculate School
3079,842665,communication service,exchange,Ivanhoe Telephone Exchange
3079,970038,residential building,retirement village,Catholic Homes Kenilworth Parade
3079,970244,residential building,retirement village,Livingston Lodge Special Accomodation House
3079,970039,residential building,retirement village,Catholic Homes Lower Heidelberg Road
3079,970367,residential building,retirement village,Rsl Village Ivanhoe
3079,988423,recreational resource,playground,
3079,760113,admin facility,municipal office,Banyule City Council - Ivanhoe Service Centre
3079,970522,residential building,retirement village,Waterdale Hostel Ivanhoe
3079,990193,sport facility,aquatic centre,Ivanhoe Aquatic Centre
3079,139058,hospital,day procedure centre,Ivanhoe Endoscopy Centre
3079,840848,care facility,child care,Ivanhoe Aquatic Centre Child Care
3079,840568,care facility,child care,East Ivanhoe Early Learning Centre
3079,993414,care facility,child care,Camp Australia - Ivanhoe Girls Grammar School Oshc
3079,628462,education centre,primary/secondary school,Ivanhoe Grammar School - Ivanhoe Campus
3079,624923,education centre,primary school,Ivanhoe Primary School
3079,140953,education centre,primary school,Mother Of God School
3079,624922,education centre,primary school,Ivanhoe East Primary School
3079,994032,care facility,child care,Ivanhoe Uniting Church Kindergarten - Buc
3079,632987,community venue,hall,Heidelberg Town Hall
3079,988344,recreational resource,playground,
3079,654636,sign,emergency marker,MYT566
3079,654637,sign,emergency marker,MYT567
3079,840569,care facility,child care,East Ivanhoe Preschool
3079,631579,education centre,primary/secondary school,Ivanhoe Girls Grammar School
3079,970195,residential building,retirement village,Ivanhoe East Special Accomodation House
3079,987987,place of worship,church,St James Anglican Church
3079,987978,place of worship,church,Mary Immaculate Catholic Church
3079,180049,admin facility,post office,
3079,988428,recreational resource,playground,
3079,840631,care facility,child care,Fairy Hills Kindergarten
3079,988427,recreational resource,playground,
3079,988425,recreational resource,playground,
3079,840850,care facility,child care,Ivanhoe Girls Grammar Early Learning Centre
3555,179810,place of worship,church,St Marks Anglican Church
3555,138233,care facility,aged care,Golden Oaks Nursing Home
3555,693899,communication service,broadcast radio facility,FM 3EL 98.3
3555,763382,education centre,primary school,Golden Square Primary School
3555,18808,landmark,tower,Sandhurst
3555,655469,emergency facility,fire station,Golden Square Fire Station CFA
3555,628071,education centre,primary/secondary school,Glenvale School - Bendigo Centre
3555,994225,care facility,child care,Bendigo Regional Ymca Youth Services - St Monicas Asc Program
3555,994345,care facility,child care,Bendigo Family Day Care
3555,996347,emergency facility,emergency coordination centre,Bendigo Local Command Facility
3555,1023978,care facility,child care,Bendigo Regional Ymca Youth Services - Kangaroo Flat Ps Asc Program
3555,1023714,care facility,child care,Camp Australia - Golden Square Primary School Oshc
3555,984314,care facility,child care,Goodstart Early Learning Golden Square
3555,993014,care facility,child care,Specimen Hill Primary Combined Oshc
3555,143520,care facility,aged care,Benetas St Laurence Court - Kangaroo Flat
3555,984540,care facility,child care,Golden Square Kindergarten
3555,993983,care facility,child care,Helm Street Preschool
3555,48034,excavation site,adit,
3555,45639,excavation site,adit,
3555,1259,control point,survey monument,
3555,1258,control point,survey monument,
3555,651140,community venue,senior citizens,Senior Citizens - Kangaroo Flat
3555,179815,place of worship,church,Kangaroo Flat Uniting Church
3555,910730,place of worship,church,Golden City Baptist Church
3555,178086,place of worship,church,Kangaroo Flat Baptist Church
3555,178087,place of worship,church,St Marys Anglican Church
3555,179351,admin facility,post office,
3555,969932,residential building,retirement village,Alawarra Retirement Village
3555,970360,residential building,retirement village,Rosedale Residential Village
3555,970368,residential building,retirement village,Rsl Village Kangaroo Flat
3555,842682,communication service,exchange,Kangaroo Flat Telephone Exchange
3555,702444,cultural centre,library,Kangaroo Flat Library
3555,911040,communication service,exchange,
3555,911042,communication service,exchange,
3555,910731,place of worship,church,Golden Square Uniting Church
3555,910788,place of worship,church,St Marys Catholic Church
3555,970145,residential building,retirement village,Golden Oaks Village Bendigo Health Care Group
3555,985369,landmark,tower,
3555,646646,emergency facility,ses unit,Bendigo SES LHQ
3555,650959,sport facility,aquatic centre,Kangaroo Flat Swimming Pool
3555,1009166,landmark,monument,Kangaroo Flat Soldiers Memorial
3555,994706,care facility,child care,Goodstart Early Learning Kangaroo Flat
3555,650943,sport facility,aquatic centre,Golden Square Swimming Pool
3555,993038,care facility,child care,Golden Square Ps Oshc - Laurel St Campus
3555,994455,care facility,child care,Kangaroo Flat Preschool
3555,1009968,care facility,child care,Early Learning Kids Kangaroo Flat
3555,1010359,landmark,tower,Nell Gwynne Reef Mine
3555,1018919,communication service,broadcast radio facility,
3555,693023,hospital,day procedure centre,Bendigo Day Surgery
3555,650809,emergency facility,neighbourhood safer place,Kangaroo Flat (Centro Lansell (Lansell Plaza) Car Park) NSP
3555,136275,care facility,aged care,Carshalton House Hostel
3555,632355,education centre,primary school,St Monicas School
3555,139244,education centre,primary school,Kangaroo Flat Primary School
3555,18382,landmark,tower,Bendigo R/R
3555,143180,education centre,primary school,Specimen Hill Primary School
3555,628253,education centre,secondary school,Crusoe 7-10 Secondary College
3555,993504,care facility,child care,Kangaroo Flat Leisure Centre Ymca Vacation Care Program
3555,991459,care facility,aged care,Adventcare Bendigo
3555,991460,care facility,aged care,Mercy Health Bethlehem Home For The Aged
3555,1023454,care facility,child care,Country Kids Early Learning Centre Kangaroo Flat
3555,763497,education centre,primary/secondary school,Glenvale School
3555,650808,emergency facility,neighbourhood safer place,Kangaroo Flat (Dower Park) NSP
3555,984539,care facility,child care,Bluebird Early Education Golden Square
3555,997346,landmark,tourist attraction,Fortuna Villa
3555,135528,education centre,primary school,Big Hill Primary School
3555,993729,care facility,child care,Big Hill Primary School Combined Oshc
3555,135438,education centre,special school,Bendigo Special Developmental School
3555,655587,emergency facility,fire station,Kangaroo Flat Fire Station CFA
3555,1023372,care facility,child care,Golden Square Ps Oshc - Maple St Campus
3555,139242,emergency facility,ambulance station,Kangaroo Flat Ambulance Station
3102,999316,recreational resource,playground,
3102,999142,place of worship,church,St Pauls Anglican Church
3102,1004092,landmark,monument,Hoddle Survey Tree
3102,994913,sign,emergency marker,MYT570
3102,994914,sign,emergency marker,MYT572
3102,994953,sign,emergency marker,MYT571
3102,994954,sign,emergency marker,MYT573
3102,840919,care facility,child care,Kew Kids Early Learning Centre
3102,1023521,care facility,child care,North Balwyn Playcentre Incorporated
3102,999218,health facility,medical centre,Kilby Heights Medical Centre
3102,139424,hospital,day procedure centre,Kew Endoscopy Centre
3102,139426,hospital,day procedure centre,Kew Dialysis Centre
3102,993420,care facility,child care,Kew East Primary School Out Of School Hours Care
3102,179495,admin facility,post office,
3102,624931,education centre,secondary school,Kew High School
3102,994970,sign,emergency marker,ANT009
3102,632189,education centre,primary school,St Annes School
3102,842701,communication service,exchange,Kew East Telephone Exchange
3102,70147,commercial facility,shop,Chris Cross Garden Supplies
3102,840921,care facility,child care,Kew Occasional Care Centre
3102,987538,recreational resource,playground,
3102,839685,place of worship,synagogue,Leo Baeck Centre
3102,999171,place of worship,church,St Annes Catholic Church
3102,999183,place of worship,church,Uniting Church East Kew
3102,999219,community venue,hall,4th Kew Scouts
3102,999361,recreational resource,playground,
3102,999389,recreational resource,playground,
3102,840706,care facility,child care,Glass Street Kindergarten Assoc Inc
3102,999275,recreational resource,playground,
3102,995049,sign,emergency marker,MYT569
3102,624930,education centre,primary school,Kew East Primary School
3756,137074,education centre,primary school,Darraweit Guim Primary School
3756,842465,communication service,exchange,Darraweit Guim Telephone Exchange
3756,655348,emergency facility,fire station,Darraweit Guim Fire Station CFA
3756,633154,community venue,hall,
3756,650316,place of worship,church,Wallan Uniting Church
3756,843202,communication service,exchange,Wallan Telephone Exchange
3756,63305,storage facility,tank,
3756,650953,sport facility,aquatic centre,Hidden Valley Swimming Pool
3756,967960,recreational resource,playground,
3756,967959,recreational resource,playground,
3756,967957,recreational resource,playground,
3756,637012,emergency facility,fire lookout,Pretty Sally
3756,4988,admin facility,customer service centre,
3756,1023475,care facility,child care,Wellington Street 3 Year Old Preschool Program
3756,984916,care facility,child care,Wallan Neighbourhood House Occasional Care
3756,993365,care facility,child care,Wallan Primary School Before And After School Program
3756,1023109,landmark,monument,Wallan War Memorial
3756,839614,emergency facility,neighbourhood safer place,Wallan (Hadfield Park (Outdoors Area)) NSP
3756,612036,education centre,primary school,Wallan Primary School
3756,984938,care facility,child care,Wellington Street Kindergarten
3756,656160,emergency facility,fire station,Wallan Fire Station CFA
3756,984914,care facility,child care,Creative Garden Early Learning Wallan
3756,984611,care facility,child care,Killara Childrens Centre
3756,984915,care facility,child care,Wallan Kindergarten
3756,996494,emergency facility,emergency coordination centre,Wallan Local Command Facility
3756,611882,education centre,primary school,Upper Plenty Primary School
3756,612037,education centre,secondary school,Wallan Secondary College
3756,62701,storage facility,tank,
3756,63113,storage facility,tank,
3756,967958,recreational resource,playground,
3756,612034,emergency facility,police station,Wallan Police Station
3756,1599,control point,survey monument,
3756,414566,community venue,hall,Daraweit Guim Memorial Hall
3756,4987,admin facility,customer service centre,
3756,910802,place of worship,church,Wallan Catholic Church
3756,967928,dumping ground,transfer station,Wallan Transfer Station
3756,702560,cultural centre,library,Wallan Library
3756,911068,communication service,exchange,
3756,911073,communication service,exchange,
3756,650304,community venue,hall,Upper Plenty Hall
3756,967962,recreational resource,playground,
3756,967961,recreational resource,playground,
3756,1023474,care facility,child care,Wellington Street 3 Year Old Preschool Program
3756,984484,care facility,child care,Dudley Street Childcare And Kindergarten
3756,993692,care facility,child care,Quality Kids
3141,143164,education centre,primary school,South Yarra Primary School
3141,992847,care facility,child care,Barbara Tolson Centre - Melbourne Girls Grammar
3141,993599,care facility,child care,Camp Australia - Melbourne Girls Grammar School Oshc
3141,702539,cultural centre,library,South Yarra Library
3141,654496,sign,emergency marker,MEL174
3141,653778,landmark,tower,
3141,139228,education centre,special school,Kamaruka
3141,839688,place of worship,synagogue,Melbourne Hebrew Congregation
3141,765449,education centre,secondary school,Melbourne High School
3141,694129,communication service,broadcast television facility,TV ABV61
3141,694279,communication service,broadcast television facility,TV HSV49
3141,693782,communication service,broadcast television facility,DTV SBS57
3141,693744,communication service,broadcast television facility,DTV GTV51
3141,693753,communication service,broadcast television facility,DTV HSV63
3141,694263,communication service,broadcast television facility,TV GTV52
3141,693709,communication service,broadcast television facility,DTV ATV54
3141,840747,care facility,child care,Grosvenor Street Childcare Centre
3141,1002137,recreational resource,playground,
3141,994596,care facility,child care,Camp Australia - Christ Church Grammar School Oshc
3141,1002062,place of worship,church,St Thomas Aquinas Catholic Church
3141,1002056,place of worship,church,Presbyterian Church South Yarra
3141,999894,recreational resource,club house,Melbourne High School Boat House
3141,999908,recreational resource,club house,Wesley College Boathouse
3141,999843,recreational resource,playground,
3141,999867,recreational resource,playground,
3141,999952,place of worship,church,St Marks Anglican Church
3141,840637,care facility,child care,Fawkner Park Childrens Centre
3141,654494,sign,emergency marker,MEL172
3141,654495,sign,emergency marker,MEL173
3141,654497,sign,emergency marker,MEL175
3141,654499,sign,emergency marker,MEL177
3141,1023960,care facility,child care,Little Paradise Family Day Care For Collaboration And Development Pty. Ltd.
3141,136460,education centre,primary school,Christ Church Grammar School
3141,694302,communication service,broadcast television facility,TV MGV64
3141,694196,communication service,broadcast television facility,TV ATV55
3141,693672,communication service,broadcast television facility,DTV ABV60
3141,843086,communication service,exchange,South Yarra Telephone Exchange
3141,841452,care facility,child care,Renown Kindergarten
3141,763460,education centre,primary/secondary school,Melbourne Girls Grammar
3141,628441,education centre,primary/secondary school,Melbourne Girls Grammar - Merton Hall Campus
3141,628567,education centre,primary school,Melbourne Girls Grammar - Melbourne Girls Grammar - Morris Hall Campus
3141,763404,education centre,secondary school,Melbourne High School
3141,1002120,recreational resource,playground,
3141,999905,recreational resource,playground,
3141,654492,sign,emergency marker,MEL170
3141,654493,sign,emergency marker,MEL171
3141,654498,sign,emergency marker,MEL176
3141,993919,care facility,child care,Camp Australia - Melbourne Girls Grammar School Elc Oshc
3141,841795,care facility,child care,Try Youth South Yarra
3141,694348,communication service,broadcast television facility,TV SBS58
3141,1001045,landmark,tourist attraction,Como House
3141,1002050,place of worship,church,Christ Church South Yarra
3141,999878,recreational resource,playground,
3141,999865,recreational resource,playground,
3141,999844,recreational resource,playground,
3141,999903,recreational resource,playground,
3141,999919,recreational resource,playground,
3141,999933,cultural centre,library,Prahran Braille Library
3141,999943,place of worship,church,St Josephs Catholic Church South Yarra
3141,999951,place of worship,church,Sts Constantine And Helen Greek Orthodox Church
3141,1003295,landmark,tourist attraction,Boyd House
3141,993580,care facility,child care,Camp Australia - South Yarra Primary School Oshc
3141,840371,care facility,child care,Christ Church Grammar Kindergarten
3810,970339,residential building,retirement village,Proposed Shanagolden Village Catholic Homes
3810,702504,cultural centre,library,Pakenham Library
3810,141773,education centre,primary school,Pakenham Springs Primary School
3810,628453,education centre,primary/secondary school,Beaconhills College - Valley Campus
3810,632361,education centre,primary school,St Patricks School
3810,970112,residential building,retirement village,Evergreen Retirement Village
3810,841340,care facility,child care,Pakenham Kindergarten
3810,994005,care facility,child care,Creative Garden Early Learning Pakenham
3810,841342,care facility,child care,Pakenham Springs Childrens Centre
3810,656111,emergency facility,fire station,Toomuc Fire Station CFA
3810,141770,education centre,primary school,Pakenham Hills Primary School
3810,841964,care facility,child care,Ymca Cardinia Life
3810,993120,care facility,child care,Pakenham Lakeside Oshclub
3810,141763,emergency facility,police station,Pakenham Police Station
3810,1019441,emergency facility,emergency coordination centre,Pakenham Local Command Facility
3810,841337,care facility,child care,The Learning Sanctuary Pakenham
3810,841341,care facility,child care,Hippity Hop Childcare
3810,842962,communication service,exchange,Pakenham Upper Telephone Exchange
3810,44393,excavation site,adit,
3810,41300,excavation site,adit,
3810,41301,excavation site,adit,
3810,632907,community venue,hall,Army Road Public Hall
3810,970023,residential building,retirement village,Cardinia Waters Retirement Village
3810,765779,dumping ground,transfer station,Pakenham Transfer Station
3810,910941,dumping ground,transfer station,Cardinia Waste And Recycle Centre
3810,633117,community venue,hall,Pakenham South Public Hall
3810,993361,care facility,child care,Pakenham Hills Oshclub
3810,763336,education centre,secondary school,Community College Gippsland Ltd| Ecg Community College
3810,141771,education centre,primary school,Pakenham Lakeside Primary School
3810,840559,care facility,child care,Bluebird Early Education Pakenham
3810,633040,community venue,hall,Pakenham Upper Public
3810,1000563,care facility,child care,Little Alberts Childcare And Early Learning Centre
3810,763484,education centre,primary/secondary school,Beaconhills College
3810,1020236,recreational resource,playground,
3810,841516,care facility,child care,Ryan Road Childcare
3810,992915,care facility,child care,Pakenham Consolidated School Outside School Hours Care
3810,985554,emergency facility,fire station,Pakenham Satellite Fire Station (Pakenham) CFA
3810,991722,care facility,aged care,Mcgregor Gardens Aged Care
3810,655895,emergency facility,fire station,Pakenham Upper Fire Station CFA
3810,992873,care facility,child care,Time 4 Tots Early Learning Centre
3810,841054,care facility,child care,Little Beacons Learning Centre
3810,839999,care facility,child care,Goodstart Early Learning Pakenham
3810,1020231,landmark,monument,Pakenham War Memorial
3810,998546,care facility,child care,Casey Child Care And Kindergarten - Cardinia
3810,1000562,care facility,child care,Henry Family Childrens Centre
3810,1023504,care facility,child care,Kids Club At Pakenham Fighting Fit
3810,1023776,care facility,child care,Our Happy Haven
3810,1023507,care facility,child care,Pakenham Combined Outside School Hours Care - Cardinia Shire
3810,841070,care facility,child care,Little Saints Early Learning Centre
3810,840819,care facility,child care,Homegarth Community Kindergarten
3810,994555,care facility,child care,Pakenham Springs Oshclub
3810,841006,care facility,child care,Lakeside Childrens Centre
3810,1009119,education centre,secondary school,Community College Gippsland Ltd| Ecg Community College - Ecg Community College Pakenham
3810,141769,education centre,primary school,Pakenham Consolidated School
3810,991663,care facility,aged care,Millhaven Lodge
3810,655893,emergency facility,fire station,Pakenham Fire Station CFA
3810,991552,care facility,aged care,Catholic Homes - Shanagolden Aged Care Facility
3810,993797,care facility,child care,Hollins Childrens Centre
3810,1023951,care facility,child care,Cardinia Life Vacation Care
3810,840078,care facility,child care,Andrews Community Kindergarten
3810,1018310,recreational resource,playground,
3810,1525,control point,survey monument,
3810,45547,excavation site,adit,
3810,43974,excavation site,adit,
3810,47190,excavation site,adit,
3810,41302,excavation site,adit,
3810,633090,community venue,hall,Toomuc Valley Community Hall
3810,760122,admin facility,municipal office,Cardinia Shire Council
3810,139776,education centre,primary/secondary school,Lakeside College
3810,633123,community venue,hall,
3810,141772,education centre,secondary school,Pakenham Secondary College
3810,842960,communication service,exchange,Pakenham South Telephone Exchange
3810,842961,communication service,exchange,Pakenham Telephone Exchange
3810,970265,residential building,retirement village,Meadowvale Retirement Village Primelife
3810,970142,residential building,retirement village,Goldcare Lifestyle Village
3810,179553,admin facility,post office,
3810,970401,residential building,retirement village,St James Village
3810,1524,control point,survey monument,
3810,911290,recreational resource,amphitheatre,Lakeside Amphitheatre
3810,646731,emergency facility,ses unit,Pakenham SES LHQ
3810,911273,sport facility,aquatic centre,Pakenham Outdoor Pool
3810,141764,emergency facility,ambulance station,Pakenham Ambulance Station
3810,841339,care facility,child care,Pakenham Heights Kindergarten
3810,841338,care facility,child care,Pakenham Early Education Centre On Princes Hwy
3810,994069,care facility,child care,Windermere Family Day Care
3810,993547,care facility,child care,Camp Australia - St Patricks Primary School Pakenham Oshc
3810,993290,care facility,child care,Camp Australia - Lakeside College Oshc
3810,1005086,care facility,child care,3c Kidz Care Chairo
3810,1005084,care facility,child care,Kids Club  At  Fighting Fit Lifestyle Centres - Pakenham
3810,1023343,care facility,child care,Fighting Fit Lifestyle Centre Pakenham
3073,985888,recreational resource,playground,
3073,986027,recreational resource,playground,
3073,986025,recreational resource,playground,
3073,142299,admin facility,custodial service,Reservoir CCS
3073,840697,care facility,child care,Gellibrand Crescent Kindergarten
3073,990152,sport facility,aquatic centre,Reservoir Leisure Centre
3073,1009979,care facility,child care,Oakhill Family Centre
3073,994518,care facility,child care,Darebin Childcare And Kindergarten Inc - Reservoir
3073,70231,health facility,community health centre,Community Health Centre
3073,985954,recreational resource,playground,
3073,986099,recreational resource,playground,
3073,144638,care facility,aged care,Twin Parks Private Hostel
3073,991592,care facility,aged care,Mayflower Reservoir
3073,840918,care facility,child care,Keon Park Kindergarten
3073,985709,place of worship,church,Holy Name Catholic Church
3073,985769,place of worship,church,Macedonian Orthodox Church
3073,986175,recreational resource,playground,
3073,986299,recreational resource,playground,
3073,985953,recreational resource,playground,
3073,986026,recreational resource,playground,
3073,841454,care facility,child care,Reservoir Leisure Centre
3073,994253,care facility,child care,Reservoir East After Care
3073,994084,care facility,child care,Reservoir Views Primary School Holiday Program
3073,1023821,care facility,child care,K.P. Kindergarten - Dole Ave Campus
3073,1023916,care facility,child care,Twins Family Day Care Pty Ltd
3073,991356,care facility,aged care,Southern Cross Care Keon Park
3073,654436,sign,emergency marker,MCT027
3073,994486,care facility,child care,New Generation Family Day Care Pty Ltd
3073,993030,care facility,child care,Great Beginnings Reservoir
3073,993673,care facility,child care,Darebin Community Sports Stadium Vacation Care
3073,991645,care facility,aged care,Embracia In Reservoir
3073,991355,care facility,aged care,Arcare Latrobe
3073,986097,recreational resource,playground,
3073,985771,place of worship,church,Darebin North West Uniting Church
3073,986101,recreational resource,playground,
3073,989669,care facility,aged care,Edwards Lodge
3073,1003915,place of worship,church,Reservoir Presbyterian Church
3073,143447,education centre,primary school,St Joseph The Worker School
3073,140227,education centre,primary school,Maharishi School Of The Age Of Enlightenment
3073,765654,dumping ground,transfer station,Darebin Resource Recovery Centre
3073,629554,education centre,primary school,Reservoir Views Primary School
3073,649843,education centre,primary school,St Stephens School
3073,138841,education centre,primary school,Holy Name School
3073,843022,communication service,exchange,Reservoir Telephone Exchange
3073,969951,residential building,retirement village,Ashley Terrace
3073,970182,residential building,retirement village,Henty Lodge
3073,970496,residential building,retirement village,Vasey Rsl Care Reservoir
3073,970470,residential building,retirement village,Twin Parks Village
3073,911102,communication service,exchange,
3073,985803,community venue,senior citizens,East Reservoir Senior Citizens Centre
3073,70000,storage facility,depot,Bus Depot
3073,985798,place of worship,mosque,Reservoir Mosque
3073,970413,residential building,retirement village,St Margarets Community Retirement Village
3073,970425,residential building,retirement village,Summerhill Retirement Village
3073,702519,cultural centre,library,Reservoir Library
3073,986177,recreational resource,playground,
3073,986178,recreational resource,playground,
3073,986100,recreational resource,playground,
3073,986231,recreational resource,playground,
3073,841448,care facility,child care,Regent Baptist Kindergarten
3073,840584,care facility,child care,Edwardes Street Child Minding
3073,989514,care facility,aged care,Darebin Lodge
3073,1011193,recreational resource,club house,Reservoir Rsl
3073,992879,care facility,child care,Camp Australia - Reservoir Views Primary School Oshc
3073,840220,care facility,child care,Blake Street Kindergarten
3073,1005099,care facility,child care,Kids Korner Family Day Care
3073,994127,care facility,child care,Reservoir West Primary School Council
3073,1009980,care facility,child care,Keon Park Childrens Hub
3073,763389,education centre,primary school,William Ruthven Primary School
3073,142307,education centre,primary school,Reservoir West Primary School
3073,628543,education centre,secondary school,Reservoir High School - Reservoir Campus
3073,628201,education centre,secondary school,Reservoir High School - Heidelberg Secondary Teaching Unit
3073,993215,care facility,child care,Academy For Kids
3073,839957,care facility,child care,Goodstart Early Learning Reservoir
3073,142302,education centre,primary school,Reservoir East Primary School
3073,142303,education centre,primary school,Reservoir Primary School
3073,839990,care facility,child care,Goodstart Early Learning Preston
3073,991590,care facility,aged care,The Ashley
3073,994687,care facility,child care,William Ruthven Oshclub
3073,991471,care facility,aged care,Twin Parks Aged Care Centre
3073,1009904,care facility,child care,St Stephens Ps Oshc - Extend
3073,985737,community venue,senior citizens,Reservoir Senior Citizens Centre
3073,985891,recreational resource,playground,
3073,986298,recreational resource,playground,
3073,986232,recreational resource,playground,
3073,142304,hospital,day procedure centre,Reservoir Private Hospital Day Procedure Centre
3073,841301,care facility,child care,Oakhill Family Services Centre
3073,142297,emergency facility,police station,Reservoir Police Station
3073,985802,community venue,community centre,Reservoir Civic Centre
3073,985734,place of worship,church,Regent Baptist Church
3073,985733,place of worship,church,Macedonian Christian Church
3073,1014318,sign,emergency marker,DAR015
3073,1014792,sign,emergency marker,DAR014
3073,1014869,sign,emergency marker,DAR016
3073,840511,care facility,child care,Dewdrops Early Learning
3073,994620,care facility,child care,Reservoir Primary Combined Out Of School Hours Care
3073,134629,care facility,aged care,Aurrum Reservoir
3073,985951,recreational resource,playground,
3073,986028,recreational resource,playground,
3073,986176,recreational resource,playground,
3073,986292,recreational resource,playground,
3073,1014477,sign,emergency marker,DAR017
3073,986293,recreational resource,playground,
3073,985955,recreational resource,playground,
3073,986297,recreational resource,playground,
3073,986300,recreational resource,playground,
3073,985890,recreational resource,playground,
3073,993805,care facility,child care,Kookaburra Kindergarten - Buc
3073,985722,place of worship,church,St Joseph The Worker Church
3073,970262,residential building,retirement village,Mayflower Village
